NVS_Training_Object_ID,NVS_Training_Action,NVS_Course_Training_Provider,NVS_Course_Training_Title_x,NVS_Course_Description_x,Description sufficient,Reason if insufficient
fdeb7c2f-8a6c-4c83-906e-0cd6874d295d,Keep,Corporate Functions,Blockbuster Friday: The Altruism Revolution,"For generations, we have believed that man is driven by ruthless self-interest. But over the past decade, this idea has been increasingly challenged. New research from fields as diverse as political science, psychology, sociology and experimental economics is forcing us to rethink human actions and motivation.Â  Â But if altruism is intrinsic in man and we can all benefit from acting in a selfless manner then a society structured around altruism should be possible. Best-selling author Matthieu Ricard is pioneering a new movement which uses cooperation to address global challenges. His works is now taught at Harvard Business School and has influenced everyone from the CEO of Mars to the economist Jeffrey Sachs. 'The Altruism Revolution' examines the scientific reasons behind the call for a more caring society.",,
2e4ee89e-6f53-4724-9e49-06675a2b5c90,Keep,Novartis,UK Sandoz - Launch and Transfer Intern,Core training for the UK Sandoz - Launch and Transfer Intern,,
4df1defa-6408-4cb1-a488-3e3348d79944,Keep,PHARMA,JA-018 HCP Fax Communication Rubric for Novartis Customer Engagement Center,This HCP Fax Communication Rubric is for Novartis Customer Engagement Center Reimbursement Specialist use.,,
fa601ad6-7059-4f20-95b4-a7ab6de6be75,Keep,PHARMA,UK Innovative Medicines Sales Incentives: Terms & Conditions,Innovative Medicines Sales Incentives: Terms & Conditions,,
92110ac8-f606-4242-b9fe-06d2f17b9789,Keep,ONCOLOGY,PIQRAY ISI update July 2021,The curriculum contains 2 courses to be completed. The first course is the update to the PIQRAY® PI fuse code 146408. The 2nd course is the PIQRAY July 2021 ISI  update July 2021 fuse code 146408. ,no,missing relevance and context
ed2c5064-bf08-446d-ac4a-0754eb67cb4c,Keep,NIBR,Required Signals eLN trainings for NIBR’s CRO FTE Chemists,This curriculum is required for all CRO FTE chemists who require access to Signals eLN.,no,missing relevance
7e76a203-62d4-4a51-bcfa-07701826912e,Keep,NBS,NBS IT - M&A IT Project Manager,This curriculum is intended for project managers working on Merger and Acquisition (M&A) IT projects,no,missing relevance and context
14e9c81d-122c-408e-aeab-03bf1e83f2cf,Keep,PHARMA,Project Voyager Attestation,"I have satisfied all training requirements and have passed the required exam. I attest and acknowledge my awareness, understanding of, and adherence to policies and guidelines set forth in the Professional Social Media handbook and professional social engagement training involving engaging Healthcare Professionals (HCPs) on social networks. I understand that my conduct must be consistent with Novartis P3 Principles and Code of Ethics.",yes,
9b1f14e0-d0e2-4f0e-adf1-03c8f8c12127,Keep,NBS,Subway Clinical Bulk Export Course,"Describes how to perform bulk exports in SubWay. Important note: This course is designed to run on PC-compatible devices, not iPad or Mac. You will need to click the ""Play"" button to start or resume this training.",no,missing relevance
56e22e78-679e-4235-9f08-03ceb8968ef1,Keep,NBS,Adapting to a new team and stakeholders,Use this lesson to help you quickly integrate into the new team and leverage the opportunity this provides for your own personal development and growth.,no,missing context
5da97a49-cf00-4ff9-9458-03e6ecd702ad,Keep,NBS,Acceptable Use Agreement for Exploratory Sandbox Account Quiz,'-This training aims to help understanding of the roles and responsibility of ASMs which hosts applciation in AWS Exploratory Sandbox account type in Novartis Public Cloud.,yes,
c65a495f-2c1b-4502-8752-03f6b49721e8,Keep,NBS,Nossce Initial for Slovenia (Exam) (3/3),Test for NOSSCE initial training for new employees,,
f1c56e23-eabc-450e-a9d4-0437f3d0e5b2,Keep,Global Drug Development,Introduction: Handling of BioAnalytics Data for Clinical Trials through PreAdvance,The introduction module is for general awareness for all line functions (LF) involved in the PK/PD/IG data flowing through PreAdvance. An additional training module is provided available for each LF which covers the function-specific roles in more detail.,no,missing relevance and context
2852491e-23f7-4320-baad-07c7245d7490,Keep,ONCOLOGY,GI Cancer Therapeutic Curriculum,"This module will prepare you for understanding what we, as Novartis Field Medicals, want to communicate regarding GI cancers. ",,
92d731f4-2d68-42de-8ac8-07f95aedb6ec,Keep,Novartis,UK Sandoz Brand Manager Endo Immunology/ Rix **OPEN CURRICULUM & CHECK DUE DATES WITHIN**,Core training for the UK Sandoz - Brand Manager Endo Immunology/ Rix,,
698efd5c-a02a-4fa4-96c5-0e8022b6ca0e,Keep,SANDOZ,Communications Excellence Academy for Leaders (CEAL),"The Sandoz Communications Excellence Academy for Leaders (CEAL) is the place where Sandoz Leaders and future Sandoz Leaders can grow their communication skills. The formal training is delivered in three chapters including practical exercises and Q&A sessions. Each training consists of two days with three hours of learning. You will learn how to become a better listener, how to structure any message simply and effectively and make sure your audience wants to hear what you have to say. 
 
I. Understanding Communications 
  1. What we mean by “communication” 
  2. How the brain processes information and how we should consider that when communicating 
  3. Four dimensions of communication 
II. Listening and understanding as essential communication elements 
  1. What’s right and wrong with the concept of active listening 
  2. How to become a better listener in three simple steps 
III. May your audience be with you – how to make sure your message comes across 
  1. Why and how to create mental post-",,
9ac61df3-cc44-45b0-aa01-0851af1e9d18,Keep,NBS,FUSE Training for Approver,"FUSE is the
end to end ecosystem that will enable Novartis to reimagine the content
strategy. This curriculum will certify you enabling you to gain access to the
FUSE environment.View and download the FUSE handbook here",,
d59c3d27-910c-4b83-86ff-085574e141ae,Keep,Novartis,Clinical Trial Assistant_Baltics,Clinical Trial Assistant_Baltics,,
fe730e60-adbc-460c-94d2-08622fa9b1f4,Keep,PHARMA,"2020 / 2021 US Anti-Harassment Training, The Novartis Way: Integrity Always","At Novartis, we have always fostered a culture of integrity.  Having
integrity means doing the right thing by advocating and applying high ethical
standards every day.  For us this means that we practiced respect, civility,
and kindness in our workplace well before the daily headlines focused on
workplace dynamics.  Where a welcoming, inclusive workplace is concerned,
we will continue to pursue the right way.  That is the Novartis
Way.   This course is broken out into three parts, which include
Company policy expectations as well as various state law requirements, as
described below.   It is our hope that after completing the course,
you will be an even stronger partner in our ongoing commitment to a workplace free
from discrimination, harassment, and inappropriate conduct.  This is the
positive work community that benefits our associates and our patients.  It
is the work community that everyone deserves. [NOTE:  In
order to satisfy this learning requirement, please ensure that you complete the
",,
ee7ebcfa-b380-4bbd-a1a4-08838a74451a,Keep,PHARMA,2021 Gilenya - Mayzent - Kesimpta Recertification,"The Product Certification Policy is designed in partnership
with both Novartis Legal and Compliance to ensure that all new and existing
customer-facing associates who promote products or disease states of Novartis
Pharmaceutical Corporation (NPC) are fully trained, prepared and certified to
educate customers about NPC products or disease states.  In order to
complete this curriculum, you must complete two primary requirements outlined
by the policy:  Part 1:  Please open
and read the certification policy.  Once finished,
mark it complete to attest that you understand.  Part 2:  Please complete the assigned PI exam(s)
listed to demonstrate your on-going understanding of its information.  If you have taken the PI exam within the
appropriate time period to meet this requirement, the exam will already be
marked complete. ",yes,
d2075e81-d30d-409a-b446-d1a9f154f8ac,Keep,ONCOLOGY,OMIC Ianalumab in ITP - Slide Deck,"Presented October 10, 2022 | Objective: To educate medical colleagues in ITP (immune thrombocytopenia), ianalumab (VAY736) MOA, and ianalumab in ITP phase III trials | Intended Audience: Medical colleagues that will be working with ITP and ianalumab",yes,
f4119c35-6f01-46cb-8415-75eb90c58636,Keep,Novartis Technical Operations,1QEM Changes in the Quality Event process,Changes in the Quality Event process1310,,
71592b9d-0aac-4b69-a01f-043fb5072126,Keep,NBS,Data maintenance in HR Core and important Infotypes,Data maintenance in HR Core and important Infotypes to make sure accounts active or create in APS,,
14a84d32-d3e0-458c-ac6b-0451b6347b00,Keep,Novartis Learning Institute,Ready to Grow Part 2: Unboss - Integrity Leadership: Integrity Leadership at Novartis,RTG,,
32f0a8f1-5a91-42ec-bd5e-0eefb917bc9c,Keep,Novartis Technical Operations,Event - QMP 2022 Module 4 day 2,Event - QMP 2022 Module 4 day 2,,
91b727f6-85d9-490c-95ff-0f45b5d8f780,Keep,NBS,e-Meet 7,e-Meet 7,,
795638a8-9131-4a3a-b822-0f74e2138f42,Keep,SANDOZ,Sandoz Leadership Meeting 2021,"The May SLM 2021 is themed around ""Leading for Growth."" Critically, the overall objective of the meeting is to help our top 180 senior leaders put into practice key ULE skills to help them solve the business problems they face as we ""Go for Growth"". The objectives of the meeting are :


	Inspire our Leaders: lift up leaders to make GfG a reality
	Stimulate Curiosity: deepen understanding of how to apply ULE to current business challenges and opportunities
	Unboss Sandoz: empower leaders to own GfG",,
d70e5288-d843-476b-be75-0f80d92e8bf2,Keep,NIBR,"Learn, Grow, Lead","Please join the CFAE sponsored panel discussion “Learn, Grow, and Lead” on Wednesday, January 27th from 10 – 11 AM, EST. We have a panel of 4 scientists who will share their career development stories while at NIBR. They joined the organization as Research Associates and Scientist I/II’s and have now progressed into Principal Scientists through Head levels. Come hear their inspiring journeys and continue to lead your own!",,
